Merchant_ID,Merchant_Name,Industry,Onboarding_Date
MERCH2044,Business_2044,Technology,2023-08-29
MERCH2045,Business_2045,Retail,2021-12-26
MERCH2046,Business_2046,Services,2024-02-08
MERCH2047,Business_2047,Healthcare,2024-04-30
MERCH2048,Business_2048,Technology,2022-04-13
MERCH2049,Business_2049,Education,2021-09-22
MERCH2050,Business_2050,Education,2021-07-05
MERCH2051,Business_2051,Services,2022-02-13
MERCH2052,Business_2052,Retail,2021-12-13
MERCH2053,Business_2053,Services,2022-10-28
MERCH2054,Business_2054,Technology,2023-03-06
MERCH2055,Business_2055,Services,2021-09-24
MERCH2056,Business_2056,Education,2021-10-27
MERCH2057,Business_2057,Services,2024-03-09
MERCH2058,Business_2058,Services,2023-01-05
MERCH2059,Business_2059,Services,2024-01-24
MERCH2060,Business_2060,Technology,2024-04-03
MERCH2061,Business_2061,Technology,2022-02-06
MERCH2062,Business_2062,Retail,2021-09-29
MERCH2063,Business_2063,Healthcare,2023-08-27
MERCH2064,Business_2064,Education,2023-10-19
MERCH2065,Business_2065,Technology,2024-01-09
MERCH2066,Business_2066,Services,2023-11-05
MERCH2067,Business_2067,Technology,2021-10-03
MERCH2068,Business_2068,Retail,2023-02-15
MERCH2069,Business_2069,Services,2023-12-22
MERCH2070,Business_2070,Healthcare,2024-04-11
MERCH2071,Business_2071,Retail,2023-03-02
MERCH2072,Business_2072,Healthcare,2022-08-28
MERCH2073,Business_2073,Retail,2022-03-22
MERCH2074,Business_2074,Services,2024-01-21
MERCH2075,Business_2075,Healthcare,2023-05-05
MERCH2076,Business_2076,Technology,2023-11-04
MERCH2077,Business_2077,Retail,2023-12-24
MERCH2078,Business_2078,Retail,2023-08-07
MERCH2079,Business_2079,Healthcare,2022-07-02
MERCH2080,Business_2080,Services,2022-12-09
MERCH2081,Business_2081,Retail,2024-05-10
MERCH2082,Business_2082,Services,2023-05-26
MERCH2083,Business_2083,Retail,2023-10-17
MERCH2084,Business_2084,Education,2023-07-22
MERCH2085,Business_2085,Healthcare,2024-05-06
MERCH2086,Business_2086,Retail,2022-05-13
MERCH2087,Business_2087,Healthcare,2023-05-22
MERCH2088,Business_2088,Healthcare,2023-12-05
MERCH2089,Business_2089,Technology,2024-03-13
MERCH2090,Business_2090,Technology,2024-04-25
MERCH2091,Business_2091,Retail,2023-09-01
MERCH2092,Business_2092,Healthcare,2023-02-23
MERCH2093,Business_2093,Healthcare,2021-07-11
MERCH2094,Business_2094,Technology,2023-11-22
MERCH2095,Business_2095,Technology,2022-01-23
MERCH2096,Business_2096,Services,2021-09-02
MERCH2097,Business_2097,Retail,2022-01-07
MERCH2098,Business_2098,Education,2022-11-11
MERCH2099,Business_2099,Retail,2022-10-25
MERCH2100,Business_2100,Healthcare,2022-05-02
MERCH2101,Business_2101,Technology,2023-10-24
MERCH2102,Business_2102,Retail,2024-03-03
MERCH2103,Business_2103,Healthcare,2022-01-12
MERCH2104,Business_2104,Technology,2021-11-22
MERCH2105,Business_2105,Services,2023-09-16
MERCH2106,Business_2106,Technology,2023-12-10
MERCH2107,Business_2107,Retail,2022-04-05
MERCH2108,Business_2108,Healthcare,2024-03-09
MERCH2109,Business_2109,Technology,2022-08-29
MERCH2110,Business_2110,Healthcare,2021-09-17
MERCH2111,Business_2111,Retail,2024-02-06
MERCH2112,Business_2112,Technology,2023-06-20
MERCH2113,Business_2113,Education,2022-06-01
MERCH2114,Business_2114,Technology,2022-01-09
MERCH2115,Business_2115,Technology,2022-01-10
MERCH2116,Business_2116,Healthcare,2023-06-29
MERCH2117,Business_2117,Education,2021-07-09
MERCH2118,Business_2118,Education,2022-01-01
MERCH2119,Business_2119,Education,2023-08-10
MERCH2120,Business_2120,Healthcare,2022-04-27
MERCH2121,Business_2121,Healthcare,2023-03-20
MERCH2122,Business_2122,Retail,2021-09-22
MERCH2123,Business_2123,Services,2024-06-26
MERCH2124,Business_2124,Retail,2024-05-25
MERCH2125,Business_2125,Education,2022-06-09
MERCH2126,Business_2126,Education,2024-04-25
MERCH2127,Business_2127,Services,2021-12-28
MERCH2128,Business_2128,Technology,2023-03-02
MERCH2129,Business_2129,Technology,2021-08-20
MERCH2130,Business_2130,Retail,2022-12-14
MERCH2131,Business_2131,Healthcare,2022-10-22
MERCH2132,Business_2132,Services,2023-02-19
MERCH2133,Business_2133,Education,2024-03-30
MERCH2134,Business_2134,Healthcare,2023-12-12
MERCH2135,Business_2135,Healthcare,2021-08-27
MERCH2136,Business_2136,Healthcare,2024-06-15
MERCH2137,Business_2137,Education,2021-07-24
MERCH2138,Business_2138,Education,2023-07-16
MERCH2139,Business_2139,Education,2022-01-31
MERCH2140,Business_2140,Education,2024-06-19
MERCH2141,Business_2141,Technology,2022-07-03
MERCH2142,Business_2142,Healthcare,2021-11-27
MERCH2143,Business_2143,Healthcare,2023-08-26
MERCH2144,Business_2144,Services,2024-05-27
MERCH2145,Business_2145,Technology,2023-10-27
MERCH2146,Business_2146,Retail,2024-04-21
MERCH2147,Business_2147,Services,2024-05-01
MERCH2148,Business_2148,Technology,2022-05-04
MERCH2149,Business_2149,Healthcare,2023-01-28
MERCH2150,Business_2150,Education,2024-06-10
MERCH2151,Business_2151,Retail,2023-05-13
MERCH2152,Business_2152,Healthcare,2023-05-15
MERCH2153,Business_2153,Retail,2022-04-23
MERCH2154,Business_2154,Healthcare,2023-03-10
MERCH2155,Business_2155,Technology,2021-10-20
MERCH2156,Business_2156,Retail,2022-06-18
MERCH2157,Business_2157,Healthcare,2023-04-30
MERCH2158,Business_2158,Technology,2023-09-14
MERCH2159,Business_2159,Healthcare,2024-01-10
MERCH2160,Business_2160,Technology,2021-10-02
MERCH2161,Business_2161,Education,2024-04-25
MERCH2162,Business_2162,Education,2024-02-29
MERCH2163,Business_2163,Healthcare,2024-02-21
MERCH2164,Business_2164,Healthcare,2021-12-28
MERCH2165,Business_2165,Education,2021-09-09
MERCH2166,Business_2166,Services,2023-06-21
MERCH2167,Business_2167,Technology,2023-04-12
MERCH2168,Business_2168,Technology,2023-08-11
MERCH2169,Business_2169,Retail,2023-01-07
MERCH2170,Business_2170,Education,2024-05-12
MERCH2171,Business_2171,Services,2021-12-02
MERCH2172,Business_2172,Retail,2023-01-18
MERCH2173,Business_2173,Education,2024-06-14
MERCH2174,Business_2174,Technology,2023-05-18
MERCH2175,Business_2175,Technology,2023-02-25
MERCH2176,Business_2176,Technology,2022-02-15
MERCH2177,Business_2177,Retail,2021-07-08
MERCH2178,Business_2178,Services,2022-09-29
MERCH2179,Business_2179,Retail,2022-01-06
MERCH2180,Business_2180,Education,2023-10-21
MERCH2181,Business_2181,Services,2022-06-26
MERCH2182,Business_2182,Retail,2024-04-14
MERCH2183,Business_2183,Services,2024-02-17
MERCH2184,Business_2184,Retail,2023-04-20
MERCH2185,Business_2185,Healthcare,2021-11-05
MERCH2186,Business_2186,Retail,2021-11-16
MERCH2187,Business_2187,Healthcare,2022-02-09
MERCH2188,Business_2188,Services,2022-09-13
MERCH2189,Business_2189,Healthcare,2021-09-04
MERCH2190,Business_2190,Retail,2023-12-21
MERCH2191,Business_2191,Education,2022-07-18
MERCH2192,Business_2192,Education,2023-10-03
MERCH2193,Business_2193,Services,2023-09-09
MERCH2194,Business_2194,Technology,2022-03-01
MERCH2195,Business_2195,Retail,2022-05-13
MERCH2196,Business_2196,Education,2024-01-29
MERCH2197,Business_2197,Healthcare,2023-07-31
MERCH2198,Business_2198,Education,2022-01-01
MERCH2199,Business_2199,Retail,2022-12-08
MERCH2200,Business_2200,Technology,2021-07-27
MERCH2201,Business_2201,Education,2023-10-29
MERCH2202,Business_2202,Technology,2023-09-21
MERCH2203,Business_2203,Services,2023-10-13
MERCH2204,Business_2204,Technology,2022-06-24
MERCH2205,Business_2205,Retail,2023-02-21
MERCH2206,Business_2206,Retail,2022-02-17
MERCH2207,Business_2207,Technology,2023-03-29
MERCH2208,Business_2208,Technology,2022-11-29
MERCH2209,Business_2209,Healthcare,2022-03-28
MERCH2210,Business_2210,Technology,2022-05-17
MERCH2211,Business_2211,Healthcare,2022-04-24
MERCH2212,Business_2212,Retail,2024-04-20
MERCH2213,Business_2213,Retail,2023-12-08
MERCH2214,Business_2214,Education,2021-08-11
MERCH2215,Business_2215,Technology,2022-04-24
MERCH2216,Business_2216,Education,2022-11-20
MERCH2217,Business_2217,Healthcare,2023-05-31
MERCH2218,Business_2218,Technology,2023-12-05
MERCH2219,Business_2219,Technology,2022-01-25
MERCH2220,Business_2220,Services,2023-10-13
MERCH2221,Business_2221,Education,2023-01-27
MERCH2222,Business_2222,Retail,2023-02-26
MERCH2223,Business_2223,Technology,2021-12-06
MERCH2224,Business_2224,Healthcare,2022-11-21
MERCH2225,Business_2225,Healthcare,2023-11-15
MERCH2226,Business_2226,Education,2023-12-19
MERCH2227,Business_2227,Healthcare,2023-03-12
MERCH2228,Business_2228,Healthcare,2021-09-07
MERCH2229,Business_2229,Services,2022-02-03
MERCH2230,Business_2230,Retail,2021-12-10
MERCH2231,Business_2231,Retail,2024-03-10
MERCH2232,Business_2232,Education,2023-02-23
MERCH2233,Business_2233,Technology,2023-05-08
MERCH2234,Business_2234,Education,2024-05-26
MERCH2235,Business_2235,Retail,2023-12-13
MERCH2236,Business_2236,Technology,2023-09-26
MERCH2237,Business_2237,Healthcare,2022-04-23
MERCH2238,Business_2238,Healthcare,2022-05-14
MERCH2239,Business_2239,Services,2024-01-11
MERCH2240,Business_2240,Healthcare,2024-04-10
MERCH2241,Business_2241,Services,2022-02-02
MERCH2242,Business_2242,Retail,2022-07-06
MERCH2243,Business_2243,Healthcare,2024-03-22
MERCH2244,Business_2244,Services,2024-04-21
MERCH2245,Business_2245,Healthcare,2022-12-18
MERCH2246,Business_2246,Healthcare,2023-05-22
MERCH2247,Business_2247,Retail,2022-08-28
MERCH2248,Business_2248,Retail,2024-01-11
MERCH2249,Business_2249,Technology,2022-12-08
MERCH2250,Business_2250,Education,2024-01-05
MERCH2251,Business_2251,Technology,2022-09-06
MERCH2252,Business_2252,Retail,2023-05-14
MERCH2253,Business_2253,Education,2021-08-20
MERCH2254,Business_2254,Technology,2021-10-29
MERCH2255,Business_2255,Technology,2023-09-04
MERCH2256,Business_2256,Retail,2021-11-27
MERCH2257,Business_2257,Education,2023-11-20
MERCH2258,Business_2258,Education,2022-06-03
MERCH2259,Business_2259,Education,2022-08-28
MERCH2260,Business_2260,Services,2024-05-10
MERCH2261,Business_2261,Technology,2024-04-27
MERCH2262,Business_2262,Technology,2021-07-25
MERCH2263,Business_2263,Technology,2022-01-28
MERCH2264,Business_2264,Retail,2022-02-20
MERCH2265,Business_2265,Services,2022-03-31
MERCH2266,Business_2266,Retail,2023-01-09
MERCH2267,Business_2267,Technology,2024-02-24
MERCH2268,Business_2268,Retail,2022-08-06
MERCH2269,Business_2269,Retail,2022-02-05
MERCH2270,Business_2270,Services,2024-04-29
MERCH2271,Business_2271,Services,2022-03-09
MERCH2272,Business_2272,Services,2022-09-29
MERCH2273,Business_2273,Education,2022-12-21
MERCH2274,Business_2274,Education,2021-07-09
MERCH2275,Business_2275,Education,2021-11-11
MERCH2276,Business_2276,Technology,2024-04-15
MERCH2277,Business_2277,Healthcare,2022-01-11
MERCH2278,Business_2278,Technology,2023-05-08
MERCH2279,Business_2279,Technology,2021-07-15
MERCH2280,Business_2280,Technology,2023-11-12
MERCH2281,Business_2281,Education,2023-06-27
MERCH2282,Business_2282,Technology,2023-08-31
MERCH2283,Business_2283,Education,2022-08-18
MERCH2284,Business_2284,Healthcare,2023-09-15
MERCH2285,Business_2285,Retail,2023-05-10
MERCH2286,Business_2286,Technology,2022-09-03
MERCH2287,Business_2287,Healthcare,2022-03-01
MERCH2288,Business_2288,Healthcare,2022-07-30
MERCH2289,Business_2289,Healthcare,2021-12-03
MERCH2290,Business_2290,Healthcare,2024-02-25
MERCH2291,Business_2291,Education,2024-06-05
MERCH2292,Business_2292,Retail,2023-04-03
MERCH2293,Business_2293,Education,2023-03-06
MERCH2294,Business_2294,Education,2023-09-22
MERCH2295,Business_2295,Services,2024-02-10
MERCH2296,Business_2296,Retail,2022-11-06
MERCH2297,Business_2297,Healthcare,2023-07-08
MERCH2298,Business_2298,Technology,2021-10-13
MERCH2299,Business_2299,Services,2021-08-29
MERCH2300,Business_2300,Technology,2022-01-19
MERCH2301,Business_2301,Healthcare,2023-12-23
MERCH2302,Business_2302,Services,2022-01-17
MERCH2303,Business_2303,Services,2023-06-29
MERCH2304,Business_2304,Services,2023-06-16
MERCH2305,Business_2305,Education,2024-06-01
MERCH2306,Business_2306,Technology,2024-01-30
MERCH2307,Business_2307,Education,2023-02-02
MERCH2308,Business_2308,Retail,2023-01-26
MERCH2309,Business_2309,Technology,2022-03-15
MERCH2310,Business_2310,Healthcare,2022-04-17
MERCH2311,Business_2311,Retail,2024-06-29
MERCH2312,Business_2312,Services,2022-01-24
MERCH2313,Business_2313,Healthcare,2023-02-25
MERCH2314,Business_2314,Education,2022-06-01
MERCH2315,Business_2315,Technology,2022-03-08
MERCH2316,Business_2316,Services,2023-11-28
MERCH2317,Business_2317,Services,2021-09-17
MERCH2318,Business_2318,Services,2023-09-26
MERCH2319,Business_2319,Healthcare,2022-09-30
MERCH2320,Business_2320,Healthcare,2024-02-20
MERCH2321,Business_2321,Education,2022-04-09
MERCH2322,Business_2322,Services,2022-05-26
MERCH2323,Business_2323,Retail,2023-07-26
MERCH2324,Business_2324,Education,2024-05-08
MERCH2325,Business_2325,Technology,2024-03-28
MERCH2326,Business_2326,Healthcare,2021-12-21
MERCH2327,Business_2327,Technology,2022-08-31
MERCH2328,Business_2328,Healthcare,2024-05-22
MERCH2329,Business_2329,Technology,2022-02-15
MERCH2330,Business_2330,Retail,2024-01-11
MERCH2331,Business_2331,Healthcare,2023-07-14
MERCH2332,Business_2332,Services,2022-10-31
MERCH2333,Business_2333,Education,2022-06-21
MERCH2334,Business_2334,Education,2024-01-15
MERCH2335,Business_2335,Retail,2024-04-24
MERCH2336,Business_2336,Retail,2022-12-08
MERCH2337,Business_2337,Retail,2022-05-13
MERCH2338,Business_2338,Technology,2022-12-13
MERCH2339,Business_2339,Retail,2024-03-10
MERCH2340,Business_2340,Technology,2024-03-11
MERCH2341,Business_2341,Retail,2022-05-03
MERCH2342,Business_2342,Services,2022-07-28
MERCH2343,Business_2343,Technology,2022-11-09
MERCH2344,Business_2344,Education,2021-08-02
MERCH2345,Business_2345,Retail,2023-11-28
MERCH2346,Business_2346,Technology,2023-08-23
MERCH2347,Business_2347,Technology,2021-09-04
MERCH2348,Business_2348,Education,2022-09-21
MERCH2349,Business_2349,Education,2023-02-18
MERCH2350,Business_2350,Education,2023-04-05
MERCH2351,Business_2351,Services,2022-04-30
MERCH2352,Business_2352,Education,2022-08-02
MERCH2353,Business_2353,Services,2022-10-23
MERCH2354,Business_2354,Services,2022-05-17
MERCH2355,Business_2355,Education,2024-05-17
MERCH2356,Business_2356,Services,2023-09-22
MERCH2357,Business_2357,Services,2021-09-16
MERCH2358,Business_2358,Technology,2023-09-15
MERCH2359,Business_2359,Healthcare,2023-02-11
MERCH2360,Business_2360,Education,2023-03-20
MERCH2361,Business_2361,Education,2023-03-15
MERCH2362,Business_2362,Services,2021-09-21
MERCH2363,Business_2363,Education,2024-05-02
MERCH2364,Business_2364,Healthcare,2022-06-05
MERCH2365,Business_2365,Healthcare,2022-03-03
MERCH2366,Business_2366,Technology,2023-01-27
MERCH2367,Business_2367,Healthcare,2021-12-08
MERCH2368,Business_2368,Healthcare,2021-09-09
MERCH2369,Business_2369,Services,2022-05-25
MERCH2370,Business_2370,Technology,2023-08-21
MERCH2371,Business_2371,Technology,2022-01-06
MERCH2372,Business_2372,Services,2022-04-06
MERCH2373,Business_2373,Healthcare,2022-07-13
MERCH2374,Business_2374,Retail,2024-01-30
MERCH2375,Business_2375,Services,2023-09-17
MERCH2376,Business_2376,Technology,2023-01-29
MERCH2377,Business_2377,Technology,2023-02-08
MERCH2378,Business_2378,Technology,2021-11-21
MERCH2379,Business_2379,Healthcare,2022-04-28
MERCH2380,Business_2380,Retail,2023-04-30
MERCH2381,Business_2381,Services,2021-08-16
MERCH2382,Business_2382,Services,2022-05-19
MERCH2383,Business_2383,Retail,2023-03-03
MERCH2384,Business_2384,Services,2021-10-02
MERCH2385,Business_2385,Services,2022-03-09
MERCH2386,Business_2386,Retail,2024-05-07
MERCH2387,Business_2387,Education,2023-07-04
MERCH2388,Business_2388,Healthcare,2024-03-16
MERCH2389,Business_2389,Technology,2022-02-23
MERCH2390,Business_2390,Healthcare,2021-07-25
MERCH2391,Business_2391,Retail,2023-10-28
MERCH2392,Business_2392,Technology,2023-12-10
MERCH2393,Business_2393,Technology,2021-12-15
MERCH2394,Business_2394,Services,2022-03-16
MERCH2395,Business_2395,Education,2021-11-01
MERCH2396,Business_2396,Retail,2022-05-14
MERCH2397,Business_2397,Technology,2023-01-17
MERCH2398,Business_2398,Education,2022-01-22
MERCH2399,Business_2399,Services,2022-02-19
MERCH2400,Business_2400,Technology,2022-09-26
MERCH2401,Business_2401,Technology,2023-08-11
MERCH2402,Business_2402,Healthcare,2023-02-02
MERCH2403,Business_2403,Healthcare,2021-08-06
MERCH2404,Business_2404,Retail,2023-03-10
MERCH2405,Business_2405,Healthcare,2023-12-04
MERCH2406,Business_2406,Technology,2021-07-07
MERCH2407,Business_2407,Technology,2022-08-17
MERCH2408,Business_2408,Healthcare,2021-12-10
MERCH2409,Business_2409,Technology,2022-04-22
MERCH2410,Business_2410,Retail,2022-01-28
MERCH2411,Business_2411,Retail,2021-12-15
MERCH2412,Business_2412,Healthcare,2023-10-13
MERCH2413,Business_2413,Technology,2024-02-26
MERCH2414,Business_2414,Technology,2021-10-14
MERCH2415,Business_2415,Services,2024-06-10
MERCH2416,Business_2416,Services,2022-11-18
MERCH2417,Business_2417,Healthcare,2024-03-19
MERCH2418,Business_2418,Technology,2022-09-08
MERCH2419,Business_2419,Education,2023-12-27
MERCH2420,Business_2420,Healthcare,2023-08-19
MERCH2421,Business_2421,Healthcare,2024-06-25
MERCH2422,Business_2422,Retail,2023-05-19
MERCH2423,Business_2423,Retail,2021-09-10
MERCH2424,Business_2424,Technology,2023-06-19
MERCH2425,Business_2425,Services,2022-04-01
MERCH2426,Business_2426,Retail,2024-01-09
MERCH2427,Business_2427,Retail,2021-10-17
MERCH2428,Business_2428,Education,2022-08-30
MERCH2429,Business_2429,Education,2024-02-07
MERCH2430,Business_2430,Services,2024-03-24
MERCH2431,Business_2431,Retail,2022-10-23
MERCH2432,Business_2432,Services,2023-07-27
MERCH2433,Business_2433,Services,2022-07-05
MERCH2434,Business_2434,Technology,2023-04-06
MERCH2435,Business_2435,Healthcare,2023-10-18
MERCH2436,Business_2436,Services,2022-07-06
MERCH2437,Business_2437,Retail,2021-07-09
MERCH2438,Business_2438,Technology,2022-04-26
MERCH2439,Business_2439,Education,2022-01-09
MERCH2440,Business_2440,Healthcare,2022-12-28
MERCH2441,Business_2441,Retail,2023-05-20
MERCH2442,Business_2442,Retail,2023-01-13
MERCH2443,Business_2443,Services,2021-08-24
MERCH2444,Business_2444,Retail,2022-08-09
MERCH2445,Business_2445,Healthcare,2024-02-06
MERCH2446,Business_2446,Technology,2022-03-23
MERCH2447,Business_2447,Services,2022-10-10
MERCH2448,Business_2448,Technology,2021-11-17
MERCH2449,Business_2449,Education,2022-10-30
MERCH2450,Business_2450,Healthcare,2024-04-08
MERCH2451,Business_2451,Technology,2023-05-30
MERCH2452,Business_2452,Retail,2024-02-22
MERCH2453,Business_2453,Healthcare,2023-09-15
MERCH2454,Business_2454,Healthcare,2022-06-25
MERCH2455,Business_2455,Technology,2024-06-16
MERCH2456,Business_2456,Healthcare,2022-12-23
MERCH2457,Business_2457,Healthcare,2023-06-11
MERCH2458,Business_2458,Retail,2023-11-16
MERCH2459,Business_2459,Retail,2023-10-04
MERCH2460,Business_2460,Retail,2022-08-02
MERCH2461,Business_2461,Education,2024-04-11
MERCH2462,Business_2462,Education,2024-07-01
MERCH2463,Business_2463,Healthcare,2023-09-26
MERCH2464,Business_2464,Technology,2022-02-19
MERCH2465,Business_2465,Technology,2021-11-23
MERCH2466,Business_2466,Technology,2022-06-08
MERCH2467,Business_2467,Technology,2022-07-10
MERCH2468,Business_2468,Services,2022-12-09
MERCH2469,Business_2469,Technology,2021-12-16
MERCH2470,Business_2470,Healthcare,2024-01-14
MERCH2471,Business_2471,Retail,2022-08-06
MERCH2472,Business_2472,Retail,2023-07-06
MERCH2473,Business_2473,Retail,2022-07-05
MERCH2474,Business_2474,Technology,2023-01-31
MERCH2475,Business_2475,Retail,2022-10-17
MERCH2476,Business_2476,Services,2024-05-25
MERCH2477,Business_2477,Healthcare,2022-05-03
MERCH2478,Business_2478,Services,2023-02-27
MERCH2479,Business_2479,Services,2022-10-12
MERCH2480,Business_2480,Education,2022-10-31
MERCH2481,Business_2481,Technology,2023-06-16
MERCH2482,Business_2482,Retail,2023-10-29
MERCH2483,Business_2483,Healthcare,2022-10-19
MERCH2484,Business_2484,Education,2022-04-13
MERCH2485,Business_2485,Services,2022-12-09
MERCH2486,Business_2486,Education,2022-04-28
MERCH2487,Business_2487,Education,2022-09-20
MERCH2488,Business_2488,Services,2023-01-11
MERCH2489,Business_2489,Education,2023-12-11
MERCH2490,Business_2490,Services,2023-02-04
MERCH2491,Business_2491,Technology,2024-05-12
MERCH2492,Business_2492,Services,2023-04-24
MERCH2493,Business_2493,Healthcare,2022-03-04
MERCH2494,Business_2494,Technology,2023-03-12
MERCH2495,Business_2495,Technology,2022-10-23
MERCH2496,Business_2496,Retail,2021-11-01
MERCH2497,Business_2497,Education,2024-06-22
MERCH2498,Business_2498,Education,2021-07-11
MERCH2499,Business_2499,Healthcare,2024-03-04
MERCH2500,Business_2500,Retail,2021-10-01
MERCH2501,Business_2501,Retail,2022-11-18
MERCH2502,Business_2502,Retail,2021-07-07
MERCH2503,Business_2503,Services,2023-03-05
MERCH2504,Business_2504,Retail,2021-07-24
MERCH2505,Business_2505,Retail,2021-07-23
MERCH2506,Business_2506,Technology,2024-01-17
MERCH2507,Business_2507,Healthcare,2022-05-14
MERCH2508,Business_2508,Healthcare,2024-03-06
MERCH2509,Business_2509,Services,2022-01-21
MERCH2510,Business_2510,Services,2024-01-01
MERCH2511,Business_2511,Retail,2023-11-08
MERCH2512,Business_2512,Education,2023-08-16
MERCH2513,Business_2513,Education,2021-10-28
MERCH2514,Business_2514,Education,2023-06-27
MERCH2515,Business_2515,Retail,2023-03-17
MERCH2516,Business_2516,Retail,2022-06-20
MERCH2517,Business_2517,Services,2022-02-10
MERCH2518,Business_2518,Technology,2021-10-10
MERCH2519,Business_2519,Education,2024-01-25
MERCH2520,Business_2520,Healthcare,2023-06-25
MERCH2521,Business_2521,Services,2022-11-09
MERCH2522,Business_2522,Education,2023-04-04
MERCH2523,Business_2523,Education,2022-08-21
MERCH2524,Business_2524,Services,2022-07-15
MERCH2525,Business_2525,Retail,2023-12-12
MERCH2526,Business_2526,Retail,2022-09-06
MERCH2527,Business_2527,Services,2022-06-26
MERCH2528,Business_2528,Technology,2023-08-03
MERCH2529,Business_2529,Retail,2022-10-04
MERCH2530,Business_2530,Education,2023-09-07
MERCH2531,Business_2531,Education,2022-05-14
MERCH2532,Business_2532,Services,2022-06-10
MERCH2533,Business_2533,Services,2023-11-02
MERCH2534,Business_2534,Technology,2023-03-25
MERCH2535,Business_2535,Retail,2021-07-25
MERCH2536,Business_2536,Technology,2022-02-15
MERCH2537,Business_2537,Technology,2024-01-11
MERCH2538,Business_2538,Technology,2023-08-23
MERCH2539,Business_2539,Technology,2024-01-31
MERCH2540,Business_2540,Technology,2023-11-13
MERCH2541,Business_2541,Services,2023-01-06
MERCH2542,Business_2542,Technology,2023-09-18
MERCH2543,Business_2543,Education,2024-02-19
MERCH2544,Business_2544,Technology,2022-01-16
MERCH2545,Business_2545,Education,2022-04-27
MERCH2546,Business_2546,Technology,2021-10-21
MERCH2547,Business_2547,Healthcare,2021-10-18
MERCH2548,Business_2548,Technology,2022-03-12
MERCH2549,Business_2549,Technology,2022-05-03
MERCH2550,Business_2550,Services,2023-05-21
MERCH2551,Business_2551,Retail,2022-09-24
MERCH2552,Business_2552,Retail,2021-10-04
MERCH2553,Business_2553,Education,2021-11-05
MERCH2554,Business_2554,Technology,2021-10-22
MERCH2555,Business_2555,Education,2023-09-24
MERCH2556,Business_2556,Technology,2022-05-03
MERCH2557,Business_2557,Education,2023-08-28
MERCH2558,Business_2558,Retail,2024-04-04
MERCH2559,Business_2559,Healthcare,2021-10-18
MERCH2560,Business_2560,Healthcare,2021-08-28
MERCH2561,Business_2561,Services,2021-11-06
MERCH2562,Business_2562,Retail,2022-06-09
MERCH2563,Business_2563,Retail,2024-04-17
MERCH2564,Business_2564,Services,2023-10-17
MERCH2565,Business_2565,Retail,2022-04-08
MERCH2566,Business_2566,Retail,2021-09-17
MERCH2567,Business_2567,Retail,2021-09-05
MERCH2568,Business_2568,Services,2021-10-29
MERCH2569,Business_2569,Services,2023-11-02
MERCH2570,Business_2570,Healthcare,2022-07-18
MERCH2571,Business_2571,Technology,2024-05-17
MERCH2572,Business_2572,Healthcare,2024-02-06
MERCH2573,Business_2573,Technology,2022-07-13
MERCH2574,Business_2574,Retail,2024-06-18
MERCH2575,Business_2575,Healthcare,2023-06-17
MERCH2576,Business_2576,Healthcare,2021-10-17
MERCH2577,Business_2577,Healthcare,2024-02-25
MERCH2578,Business_2578,Education,2022-01-01
MERCH2579,Business_2579,Services,2024-02-22
MERCH2580,Business_2580,Healthcare,2023-12-01
MERCH2581,Business_2581,Services,2022-08-19
MERCH2582,Business_2582,Technology,2021-10-02
MERCH2583,Business_2583,Education,2023-10-25
MERCH2584,Business_2584,Education,2024-03-02
MERCH2585,Business_2585,Education,2021-12-03
MERCH2586,Business_2586,Technology,2023-12-18
MERCH2587,Business_2587,Technology,2023-09-01
MERCH2588,Business_2588,Education,2021-09-23
MERCH2589,Business_2589,Services,2022-03-21
MERCH2590,Business_2590,Retail,2022-11-11
MERCH2591,Business_2591,Education,2024-01-06
MERCH2592,Business_2592,Retail,2024-04-18
MERCH2593,Business_2593,Retail,2023-01-14
MERCH2594,Business_2594,Technology,2023-09-19
MERCH2595,Business_2595,Technology,2023-12-16
MERCH2596,Business_2596,Education,2023-01-05
MERCH2597,Business_2597,Technology,2022-03-24
MERCH2598,Business_2598,Retail,2024-05-16
MERCH2599,Business_2599,Services,2022-01-17
MERCH2600,Business_2600,Retail,2022-09-28
MERCH2601,Business_2601,Education,2021-11-22
MERCH2602,Business_2602,Technology,2022-12-16
MERCH2603,Business_2603,Healthcare,2023-03-15
MERCH2604,Business_2604,Services,2023-12-25
MERCH2605,Business_2605,Healthcare,2022-04-03
MERCH2606,Business_2606,Retail,2023-02-17
MERCH2607,Business_2607,Education,2022-01-08
MERCH2608,Business_2608,Technology,2023-01-04
MERCH2609,Business_2609,Education,2022-07-11
MERCH2610,Business_2610,Healthcare,2022-06-15
MERCH2611,Business_2611,Healthcare,2023-10-05
MERCH2612,Business_2612,Retail,2022-01-14
MERCH2613,Business_2613,Education,2021-08-18
MERCH2614,Business_2614,Technology,2022-08-10
MERCH2615,Business_2615,Education,2022-07-04
MERCH2616,Business_2616,Services,2023-11-03
MERCH2617,Business_2617,Education,2021-08-12
MERCH2618,Business_2618,Healthcare,2024-04-13
MERCH2619,Business_2619,Services,2023-08-14
MERCH2620,Business_2620,Services,2023-03-23
MERCH2621,Business_2621,Technology,2021-07-29
MERCH2622,Business_2622,Services,2021-08-30
MERCH2623,Business_2623,Technology,2023-02-03
MERCH2624,Business_2624,Education,2021-07-29
